customer_id,company_name,contact_name,email,phone,address,city,state,zip,country,segment,credit_limit,payment_terms,account_status,created_date,_ingested_at
CUST-000227,"Frank, Shepherd and Robinson",Isaiah Harris,coxthomas@mccall.com,(324)472-8633x302,065 Jacqueline Shore Apt. 792,East Michaelland,IA,10602,US,WHOLESALE,25000,NET60,ACTIVE,2021-06-06,2026-04-30T04:36:50.726872
CUST-000228,"Guerra, Butler and Cannon",Charles Rose,theodore57@dominguez.com,+1-628-520-6678x498,41862 Richard Centers Apt. 628,Port Heatherfort,MD,86051,US,RETAIL,10000,NET15,SUSPENDED,2024-10-08,2026-04-30T04:36:50.726872
CUST-000229,Martin-Pratt,Chloe Rodriguez,coxkimberly@johnson-campbell.net,213-590-4383,99097 Brandon Course Suite 054,Portermouth,WV,51703,US,ECOMMERCE,25000,COD,ACTIVE,2024-05-08,2026-04-30T04:36:50.726872
CUST-000230,Park Inc,Steven Gordon,andrewflynn@willis-christian.com,(727)911-3322,4596 Pamela Trail,Allenland,FL,74805,US,GOVERNMENT,250000,NET15,INACTIVE,2025-07-22,2026-04-30T04:36:50.726872
CUST-000231,Ballard and Sons,Emily Dillon,portershawn@villa.com,495-351-1274x747,54669 Scott Passage Suite 516,Bakerton,RI,84893,US,GOVERNMENT,25000,PREPAID,SUSPENDED,2021-10-23,2026-04-30T04:36:50.726872
CUST-000232,"Gibbs, Lyons and Castro",Brian Bennett,onash@sawyer-caldwell.com,778.371.1216x636,9737 Joshua Camp Apt. 723,Ashleyfurt,AR,47882,US,GOVERNMENT,50000,NET30,SUSPENDED,2024-12-25,2026-04-30T04:36:50.726872
CUST-000233,Lewis-Lewis,Peter Henderson,cynthia12@hill.com,001-476-583-4201x654,7782 Gomez Square Suite 089,North Jennifer,OR,81308,US,RETAIL,50000,NET15,SUSPENDED,2022-07-22,2026-04-30T04:36:50.726872
CUST-000234,Beck-Colon,Samantha Quinn,hernandezstephen@porter.com,+1-464-880-7279x10336,3390 Cervantes Brook,Peggyhaven,GU,16851,US,ENTERPRISE,5000,NET30,ACTIVE,2025-07-27,2026-04-30T04:36:50.726872
CUST-000235,"Duarte, Gutierrez and Bell",Jessica Dickson,daniel27@brooks-tran.com,+1-366-346-4911,617 Cynthia Parkway,Lake Kellychester,IL,29714,US,ECOMMERCE,100000,NET30,INACTIVE,2025-03-11,2026-04-30T04:36:50.726872
CUST-000236,"James, Gonzalez and Harrison",Walter Sloan,podonnell@mueller.com,744.744.6306x00025,638 Lee Row,Pooleshire,NE,17392,US,ENTERPRISE,100000,NET30,ACTIVE,2024-08-23,2026-04-30T04:36:50.726872
CUST-000237,"Thompson, Strong and Holmes",Brett Owen,welchkristen@rangel.com,311.806.0920,275 John Forges,Jamesbury,VA,50060,US,GOVERNMENT,100000,COD,ACTIVE,2023-07-17,2026-04-30T04:36:50.726872
CUST-000238,"Williams, Miller and Thomas",William Camacho,stevenscaitlin@thomas.com,817-353-6170,136 Preston Roads Suite 224,East Donnaton,DE,45433,US,WHOLESALE,100000,COD,INACTIVE,2024-04-10,2026-04-30T04:36:50.726872
CUST-000239,Cooley-Greene,Joseph Scott,leeanthony@holmes.com,(513)305-2312x447,847 Graham Locks Apt. 423,Suzanneville,OR,77516,US,GOVERNMENT,5000,COD,ACTIVE,2023-12-23,2026-04-30T04:36:50.726872
CUST-000240,Bauer Ltd,Stephen Henderson DDS,cindy96@gonzalez-gomez.com,220.384.9649x856,6253 Jason Landing,Dustinmouth,DE,01763,US,GOVERNMENT,25000,NET15,INACTIVE,2024-01-13,2026-04-30T04:36:50.726872
CUST-000241,"Smith, Murphy and Marshall",Stephanie Hoffman,ncampbell@robinson.com,001-966-255-3307,1172 Garza Freeway Apt. 409,South Justinfurt,AZ,70423,US,RETAIL,10000,NET15,ACTIVE,2025-10-23,2026-04-30T04:36:50.726872
CUST-000242,Rogers Inc,Brandon Lang,joshua56@hawkins.info,+1-206-247-7159x103,56321 Jennifer Valleys,Lisaside,AL,90710,US,GOVERNMENT,25000,COD,SUSPENDED,2021-10-09,2026-04-30T04:36:50.726872
CUST-000243,Ware-Williams,Eric Baker,knelson@silva.com,929-567-1883x97745,4158 Donna Street,Lake Christian,NM,08400,US,RETAIL,50000,NET30,ACTIVE,2023-02-18,2026-04-30T04:36:50.726872
CUST-000244,Santiago Group,Chelsea Garcia,lisagill@garrison.info,+1-528-312-3567x9836,2491 Steven Coves Apt. 307,West Anthony,TN,70085,US,ENTERPRISE,25000,NET30,ACTIVE,2025-03-05,2026-04-30T04:36:50.726872
CUST-000245,Baker-Mcintosh,Jeffrey Hernandez,dromero@nelson-davis.biz,001-863-343-6294x8978,313 Brian Camp,Johnside,CT,36606,US,ECOMMERCE,5000,PREPAID,ACTIVE,2023-04-02,2026-04-30T04:36:50.726872
CUST-000246,"Lyons, Sullivan and Long",Roger Holt,yharris@bailey.org,401-728-9743x2512,07650 Terri Club Apt. 095,Aguilarfort,VI,32942,US,GOVERNMENT,5000,NET60,SUSPENDED,2025-05-06,2026-04-30T04:36:50.726872
CUST-000247,Williams Inc,Wanda Conley,karirowe@torres.com,775.984.7457x054,8026 Donna Divide,Tylerbury,OK,97626,US,ENTERPRISE,100000,COD,INACTIVE,2024-12-27,2026-04-30T04:36:50.726872
CUST-000248,Clark-Davis,Jamie Rodriguez,natalie87@thompson.com,(996)744-3098x5916,07272 Hanson Shores Apt. 474,Port Kennethmouth,AZ,28986,US,GOVERNMENT,5000,NET60,ACTIVE,2023-09-25,2026-04-30T04:36:50.726872
CUST-000249,"Martinez, Freeman and Smith",Roy Williams,michaelcampbell@ortega.com,001-542-836-9143x075,1449 Thompson Mews Suite 923,Derekside,ID,39961,US,ECOMMERCE,10000,NET15,ACTIVE,2023-12-02,2026-04-30T04:36:50.726872
CUST-000250,Evans Ltd,Clifford Patton,hdavis@benson-gordon.com,456.676.6708x061,852 Brown Vista,Martineztown,NH,68397,US,GOVERNMENT,5000,NET30,INACTIVE,2025-03-28,2026-04-30T04:36:50.726872
CUST-000251,Miller LLC,Marie Cook,shortariana@rivera.net,001-903-582-8723x2440,02918 John Cove,Johnsonhaven,NV,51712,US,ECOMMERCE,10000,NET60,ACTIVE,2021-10-18,2026-04-30T04:36:50.726872
CUST-000252,Evans Group,Dr. Sarah Payne,nvillarreal@reynolds.com,(623)628-8377,754 Cruz Union,South Robertchester,FL,04167,US,ECOMMERCE,5000,PREPAID,ACTIVE,2023-09-26,2026-04-30T04:36:50.726872
CUST-000253,Wilson-Price,Amanda Santos,wwilliams@mcdonald.info,402-458-8358x681,957 Joshua Track Suite 617,Estesburgh,OK,93365,US,RETAIL,10000,NET30,ACTIVE,2025-08-21,2026-04-30T04:36:50.726872
CUST-000254,"Fox, Anderson and Nguyen",Hannah Williamson,bjones@moore.info,933-712-6610x94101,51762 James Overpass,Sheltonbury,ID,97776,US,RETAIL,250000,NET60,ACTIVE,2022-09-14,2026-04-30T04:36:50.726872
CUST-000255,Cervantes-Stokes,Kevin Soto,harrislisa@ward.org,+1-915-728-7339,821 Patterson Lane Apt. 912,Craigfort,IN,07248,US,ENTERPRISE,100000,NET15,ACTIVE,2025-12-03,2026-04-30T04:36:50.726872
CUST-000256,Johnson-Nicholson,Ronald Myers,carlos24@ferguson.net,+1-284-769-0819x740,3502 Amy Street Suite 037,Port Stacyton,MI,09776,US,GOVERNMENT,50000,NET60,ACTIVE,2024-11-12,2026-04-30T04:36:50.726872
CUST-000257,"Stevenson, Noble and Clay",Carl Cummings,johnsonwilliam@bell.com,9002389608,2668 Darrell Crest Suite 535,Hullbury,IN,12558,US,ECOMMERCE,10000,COD,ACTIVE,2021-05-30,2026-04-30T04:36:50.726872
CUST-000258,Gutierrez PLC,Wendy Smith,lisajones@gonzales.com,559-934-2967x11148,74584 Alison Grove Suite 881,West Rachelfort,KY,10783,US,ECOMMERCE,100000,NET60,ACTIVE,2023-01-21,2026-04-30T04:36:50.726872
CUST-000259,Skinner PLC,Patrick Clark,jenny20@hale.info,307-204-4964,670 Cruz Cape Apt. 362,Patelport,AZ,71482,US,ENTERPRISE,50000,NET15,SUSPENDED,2024-04-13,2026-04-30T04:36:50.726872
CUST-000260,Kent LLC,Susan Patrick,katherinepeterson@hamilton.com,686-448-7699,3204 Miller Gateway Suite 596,New Joshuaview,TN,33336,US,ENTERPRISE,5000,NET15,INACTIVE,2021-06-06,2026-04-30T04:36:50.726872
CUST-000261,Parker Ltd,Dennis White,asmith@johnson-howard.net,360.991.4985,4472 Crystal Drive,East Dannyton,HI,90212,US,ENTERPRISE,100000,PREPAID,INACTIVE,2025-08-20,2026-04-30T04:36:50.726872
CUST-000262,Riley-Williams,Amy Klein,theresa05@higgins.com,471.281.3359x56164,556 Ruiz Hill Apt. 250,Sarahshire,AK,14425,US,GOVERNMENT,10000,COD,SUSPENDED,2023-02-15,2026-04-30T04:36:50.726872
CUST-000263,Dixon-Norman,Lauren Cooper,nicholasaguilar@barber.com,239-989-8681,4394 Mark Union Suite 375,Lake Johnchester,MN,10946,US,GOVERNMENT,25000,NET15,SUSPENDED,2024-04-26,2026-04-30T04:36:50.726872
CUST-000264,"Wagner, Melendez and Valdez",Joann Barnes,sarasanchez@craig-wade.org,545-451-1668x297,21648 Newton Crossroad Apt. 602,East Zacharyhaven,PW,51371,US,ECOMMERCE,50000,COD,ACTIVE,2024-12-01,2026-04-30T04:36:50.726872
CUST-000265,Anderson-Terry,Edward Rogers,brittany91@williams.info,(776)947-2298x12099,7289 Duffy Court Apt. 475,New Zacharyhaven,OR,67115,US,WHOLESALE,250000,NET60,SUSPENDED,2024-12-14,2026-04-30T04:36:50.726872
CUST-000266,Morris-Flores,Charles Cervantes,russellramirez@edwards.com,377-532-4491x342,90883 Tracy View,West Jamesshire,NE,96457,US,GOVERNMENT,10000,COD,ACTIVE,2025-02-09,2026-04-30T04:36:50.726872
CUST-000267,"Martinez, Chavez and Hardin",Tamara Wilson,fsnyder@kaiser.com,(713)215-2854x781,85380 John Radial Suite 334,Hernandezburgh,VA,65607,US,ENTERPRISE,250000,COD,INACTIVE,2023-09-24,2026-04-30T04:36:50.726872
CUST-000268,Gonzalez Inc,Shannon Curry,hamiltontravis@clark.com,+1-969-835-7824x347,741 Daniel Throughway Suite 675,Lake Roger,HI,61414,US,GOVERNMENT,50000,NET60,ACTIVE,2024-01-14,2026-04-30T04:36:50.726872
CUST-000269,"Wilson, Terry and Bush",Karen Ballard,rburke@johnson.net,960.885.4566,0473 Fields Cape Suite 763,New Jamie,SC,14960,US,RETAIL,10000,PREPAID,SUSPENDED,2024-02-17,2026-04-30T04:36:50.726872
CUST-000270,Jacobs Inc,Alisha Gray,rhonda81@williams.com,+1-563-242-5563,81867 Eric Hollow,East Crystalbury,AZ,36212,US,ENTERPRISE,5000,COD,ACTIVE,2022-05-18,2026-04-30T04:36:50.726872
CUST-000271,Rios-Anderson,Debra Miller,wagnerjade@perry.org,(219)663-9456,3149 Bennett Meadow Apt. 368,Timothyside,NY,32563,US,ECOMMERCE,50000,NET30,INACTIVE,2024-07-30,2026-04-30T04:36:50.726872
CUST-000272,Kaiser Ltd,Jake Payne,chavezbecky@sanders.info,(979)514-5211x823,69789 Brian Park,Robertmouth,MP,20242,US,WHOLESALE,50000,NET60,ACTIVE,2021-08-20,2026-04-30T04:36:50.726872
CUST-000273,Barker-George,Debra Clark,ugardner@young.net,001-911-361-6202x8123,7287 Kaitlyn Plaza,Rossport,DE,57580,US,GOVERNMENT,25000,NET15,SUSPENDED,2023-10-30,2026-04-30T04:36:50.726872
CUST-000274,"Weeks, Rhodes and Mills",Jacqueline Santos,kellycohen@crane.info,935.322.8705x622,3318 Rivera Circle,Wheelerland,MI,83907,US,GOVERNMENT,250000,NET30,ACTIVE,2026-01-30,2026-04-30T04:36:50.726872
CUST-000275,Cooper Inc,Denise Hoover,tsilva@weber-powell.com,+1-483-619-2134,89659 Levy Street,Clarktown,WY,30887,US,ECOMMERCE,50000,NET15,INACTIVE,2023-03-02,2026-04-30T04:36:50.726872
CUST-000276,Noble PLC,Christopher Baxter,christian02@aguirre.com,513.486.6675x48581,268 Henry Turnpike Suite 186,Gregorystad,PR,61590,US,GOVERNMENT,100000,NET30,SUSPENDED,2024-04-07,2026-04-30T04:36:50.726872
CUST-000277,"Coleman, Jensen and Walter",Cheryl Brooks,gonzalezmichael@smith.com,954-880-9404,440 Michelle Mountains,Henryfort,WA,85376,US,RETAIL,10000,NET15,ACTIVE,2025-12-19,2026-04-30T04:36:50.726872
CUST-000278,Johnson Inc,Michelle Thornton,monicaanderson@flowers-wilson.info,+1-705-218-4390x5529,0138 Jessica Corner Apt. 704,Lake William,HI,83771,US,RETAIL,50000,NET30,INACTIVE,2021-05-09,2026-04-30T04:36:50.726872
CUST-000279,Hill-Bell,Keith Horton,fdavis@blair.com,001-602-503-5713,0642 Taylor Island,Perezborough,KY,26613,US,RETAIL,50000,NET60,INACTIVE,2022-10-31,2026-04-30T04:36:50.726872
CUST-000280,Green-Gonzales,Henry Cox,rgallegos@johnson.biz,(689)336-5435,3740 Zachary Roads,South Donald,OR,42836,US,ENTERPRISE,5000,NET30,ACTIVE,2024-06-28,2026-04-30T04:36:50.726872
CUST-000281,"Gray, Chapman and Johnson",Lori Booth,moorethomas@wong-garcia.com,927-582-0797x9966,595 Gregory Hills Apt. 381,Simmonsview,OK,53028,US,RETAIL,25000,NET15,ACTIVE,2021-07-26,2026-04-30T04:36:50.726872
CUST-000282,Hunt LLC,Traci Bender,stephaniebradley@anderson.com,442-557-6270,4123 Samuel Stream,East Gail,PR,49555,US,GOVERNMENT,10000,NET60,SUSPENDED,2021-05-14,2026-04-30T04:36:50.726872
CUST-000283,Moore-Garcia,Jennifer Lewis,dbarnett@sanchez.com,001-526-454-6968x15790,5580 Melendez Rue,East Vincent,AZ,28187,US,GOVERNMENT,100000,NET60,ACTIVE,2023-11-23,2026-04-30T04:36:50.726872
CUST-000284,Davis-Cruz,Chris Collins,ajohnson@martin.net,471-851-6025,76604 Green Roads Apt. 978,Kimberlymouth,PR,70627,US,WHOLESALE,5000,PREPAID,ACTIVE,2024-06-05,2026-04-30T04:36:50.726872
CUST-000285,Floyd Group,Janet Leonard,adamvaughan@lawrence.info,(707)640-1775x09546,424 Butler Mission,Kennethton,PA,15139,US,ECOMMERCE,250000,NET60,ACTIVE,2024-05-12,2026-04-30T04:36:50.726872
CUST-000286,"Johnson, Rodgers and Wright",Brandon Acosta,rjordan@bonilla-barker.com,001-389-770-1550x2916,6024 Mary Meadows Apt. 394,Christinaside,PR,32450,US,ECOMMERCE,10000,NET60,ACTIVE,2021-09-27,2026-04-30T04:36:50.726872
CUST-000287,Berry-Lewis,Denise Barker,joshuapowers@ross.com,(730)562-4479x51330,497 Walters Isle,Alvarezside,AL,45452,US,ENTERPRISE,50000,NET15,INACTIVE,2024-03-22,2026-04-30T04:36:50.726872
CUST-000288,Reed-Wallace,Patrick Clark,emilyscott@guerrero.com,+1-278-451-3854x4577,596 Forbes Brooks,Angelafort,IA,49690,US,RETAIL,50000,NET15,INACTIVE,2025-11-24,2026-04-30T04:36:50.726872
CUST-000289,Gray Inc,Daniel Gay,gregory26@ortiz.org,955-615-8886x367,26408 Hines Shoal Apt. 169,Mccannchester,ID,83917,US,ECOMMERCE,10000,NET30,ACTIVE,2021-07-28,2026-04-30T04:36:50.726872
CUST-000290,"Walker, Lynch and Gordon",Kenneth Ortiz,nguyenjohn@garrett.com,001-796-488-3275x3273,03977 Gabriela Mills Apt. 278,Port Cassandramouth,VI,21376,US,ENTERPRISE,100000,NET15,INACTIVE,2023-05-29,2026-04-30T04:36:50.726872
CUST-000291,Bowen-Jones,Melanie Russell,eatkins@rosario-ware.net,298-707-7046,876 Dale Vista Suite 912,Robertmouth,FL,32360,US,GOVERNMENT,250000,NET15,ACTIVE,2025-06-06,2026-04-30T04:36:50.726872
CUST-000292,Baker LLC,Angela Nolan,wgoodwin@peterson-norris.com,749.749.0228x403,2947 Nunez Drives Apt. 294,Scottbury,AK,28243,US,ENTERPRISE,10000,COD,ACTIVE,2026-04-15,2026-04-30T04:36:50.726872
CUST-000293,Hernandez-Smith,Jordan Berg,kwoods@schneider-matthews.net,585-667-2872x76015,24913 Porter Port,Port Juliehaven,MH,30434,US,RETAIL,10000,COD,SUSPENDED,2023-01-18,2026-04-30T04:36:50.726872
CUST-000294,Beck-Ross,Gary Jones,wallerbrian@mills.com,001-333-472-0948x413,33399 Marshall Plain Apt. 513,Wilsonland,NJ,26374,US,ENTERPRISE,100000,NET15,INACTIVE,2022-03-05,2026-04-30T04:36:50.726872
CUST-000295,"Lawrence, George and Evans",Jeffrey Stein,mwaters@shaffer.com,669-547-2587x844,8847 Tiffany Falls Suite 058,Simpsonburgh,CA,57126,US,ENTERPRISE,5000,COD,ACTIVE,2023-12-01,2026-04-30T04:36:50.726872
CUST-000296,Schaefer Group,Michael Carson,kimberlyhines@parker.com,001-487-414-9392x52362,796 Perez Greens Suite 452,Matthewstad,MP,98177,US,RETAIL,100000,NET30,SUSPENDED,2024-01-03,2026-04-30T04:36:50.726872
CUST-000297,Parker-Elliott,Abigail Case,schmittmichael@proctor.com,001-533-544-5056x658,1132 Sharp Stravenue Suite 067,West Valerie,OR,49655,US,GOVERNMENT,25000,NET60,SUSPENDED,2021-10-30,2026-04-30T04:36:50.726872
CUST-000298,Brown LLC,Jacob Mclean,ruiznicole@nguyen.biz,(529)749-3817,840 Kelsey Cliff Suite 573,West Taylor,NH,47975,US,ENTERPRISE,10000,NET60,SUSPENDED,2024-02-27,2026-04-30T04:36:50.726872
CUST-000299,Byrd Ltd,Larry Cantu,davidjenkins@shaffer-yates.net,9856096085,119 Terri Tunnel Apt. 828,New Sandraborough,WV,10080,US,ENTERPRISE,250000,NET60,INACTIVE,2024-12-27,2026-04-30T04:36:50.726872
CUST-000300,Owens-Preston,Brittany Rivera MD,shawn60@andrews-smith.biz,7039562439,592 Kendra Ford,Huntertown,ND,79396,US,RETAIL,250000,NET30,ACTIVE,2021-08-29,2026-04-30T04:36:50.726872
CUST-000301,Fernandez Inc,Ethan Hall,jamesmartin@hall-gillespie.com,2279160736,3369 Christopher Extensions Apt. 231,Yangstad,WA,42035,US,GOVERNMENT,5000,PREPAID,ACTIVE,2024-11-08,2026-04-30T04:36:50.726872
CUST-000302,Clark Inc,Heather Scott,duffyallen@lara-ross.com,(754)216-4316x704,29028 Donald Mountains,North Caitlynborough,VI,97474,US,WHOLESALE,5000,NET15,ACTIVE,2023-10-26,2026-04-30T04:36:50.726872
CUST-000303,Williamson-Morrow,Christopher Stone,judypatrick@diaz.com,2732465495,70260 Farmer Stravenue Apt. 210,Phyllisland,MT,09194,US,GOVERNMENT,10000,NET60,ACTIVE,2022-04-13,2026-04-30T04:36:50.726872
CUST-000304,Marshall-Perry,Jessica Vincent,collinsterrance@anderson-douglas.com,+1-317-379-3238x223,9133 Lopez Shoals Suite 579,Kathleenberg,MD,55816,US,ECOMMERCE,25000,PREPAID,SUSPENDED,2024-07-06,2026-04-30T04:36:50.726872
CUST-000305,"Thomas, Doyle and Rosales",Rebecca Welch,tiffanysmith@johnson.com,5979753967,714 Rogers Ferry Suite 578,Alvaradomouth,WV,68536,US,ENTERPRISE,10000,NET15,ACTIVE,2023-07-24,2026-04-30T04:36:50.726872
CUST-000306,Casey Group,Traci Martinez,theresagreer@pierce.com,(547)268-1826x832,589 Anna Pines,Port Amandaside,IN,91424,US,ENTERPRISE,250000,NET15,ACTIVE,2025-11-03,2026-04-30T04:36:50.726872
CUST-000307,Brooks Inc,Madison Trevino,meganpotter@fernandez.biz,940.764.6867,401 Erickson Skyway,Jasonland,AR,99482,US,GOVERNMENT,5000,NET60,ACTIVE,2024-10-24,2026-04-30T04:36:50.726872
CUST-000308,Thomas and Sons,Renee Tapia,petermoore@myers-lee.com,934-426-1923,0184 Kelsey Rapid Suite 374,New Juliamouth,FL,09728,US,GOVERNMENT,100000,NET15,ACTIVE,2024-03-24,2026-04-30T04:36:50.726872
CUST-000309,Herring-Williams,Dawn Sims,trichards@glenn.net,219-395-3766,448 Barnes Villages Suite 510,Lake Lindabury,OR,65378,US,GOVERNMENT,5000,NET15,SUSPENDED,2023-03-17,2026-04-30T04:36:50.726872
CUST-000310,"Hamilton, Baker and Osborn",Katherine Obrien,qobrien@williams-rodriguez.com,001-211-735-9966,9806 Caldwell Burg Apt. 920,Coreychester,AS,04220,US,RETAIL,50000,NET15,INACTIVE,2025-03-17,2026-04-30T04:36:50.726872
CUST-000311,Howard-Vega,Vincent Hill,nguyenholly@baker.net,+1-656-352-7155x9835,659 Fowler Throughway,Harrisfort,MI,44672,US,ENTERPRISE,100000,COD,INACTIVE,2025-01-18,2026-04-30T04:36:50.726872
CUST-000312,Fischer-Chung,Brian Perkins,katherine82@montgomery-jones.com,496-842-5856,499 Mario Fork,Mckenziebury,OH,20818,US,ENTERPRISE,5000,NET60,ACTIVE,2023-08-27,2026-04-30T04:36:50.726872
CUST-000313,Simpson Ltd,Mrs. Courtney Wong,dustinphillips@mathews.info,(688)893-6289x69645,3585 Susan Dale Suite 389,North Tina,WY,67013,US,RETAIL,100000,PREPAID,ACTIVE,2025-05-16,2026-04-30T04:36:50.726872
CUST-000314,"Edwards, Aguirre and Munoz",Michelle Newman,stevenandrews@stevens.info,001-761-920-8780,51494 Jennifer Overpass,Padillaberg,MO,28708,US,ECOMMERCE,10000,NET30,INACTIVE,2025-03-03,2026-04-30T04:36:50.726872
CUST-000315,Ryan-Leonard,Kelly Liu,ithomas@matthews.com,001-459-411-9186x233,715 Clinton Lodge,Ballardfurt,UT,62682,US,GOVERNMENT,250000,NET15,INACTIVE,2022-07-03,2026-04-30T04:36:50.726872
CUST-000316,White-Collins,Jeffrey King,lopezrichard@bell.com,271-284-0908x05120,4099 Villarreal Extensions Apt. 972,West Collin,TX,20774,US,GOVERNMENT,5000,NET60,ACTIVE,2024-07-04,2026-04-30T04:36:50.726872
CUST-000317,"Thompson, Alexander and Singleton",Katie Olsen,cjohnson@beasley.com,715-929-8217x3929,1815 Michael Garden Suite 360,Brianfort,AS,86963,US,RETAIL,25000,COD,ACTIVE,2022-03-01,2026-04-30T04:36:50.726872
CUST-000318,"Davis, Pena and Buck",Michaela Boyd,justintaylor@carter.biz,(666)917-0715x8796,080 Stacey Inlet Apt. 508,North Tammyfurt,ID,46607,US,RETAIL,10000,PREPAID,ACTIVE,2025-11-24,2026-04-30T04:36:50.726872
CUST-000319,Colon Ltd,Nancy Warren,williammaldonado@lozano.info,(235)213-7399,14035 Valerie Views Apt. 560,East Carol,RI,88126,US,GOVERNMENT,50000,NET15,INACTIVE,2023-07-10,2026-04-30T04:36:50.726872
CUST-000320,Becker-Mckinney,Emily Bentley,robert06@bennett-kirby.com,001-974-390-6072x31112,524 Mitchell Heights,Melissaview,CT,16151,US,ECOMMERCE,50000,PREPAID,INACTIVE,2024-09-06,2026-04-30T04:36:50.726872
CUST-000321,Clements PLC,Christina Holmes,harrisondaniel@johnson.com,213-569-5727,509 Stacy Junctions,Sandrastad,NH,26800,US,WHOLESALE,50000,NET30,ACTIVE,2021-10-21,2026-04-30T04:36:50.726872
CUST-000322,James-Arroyo,Courtney Burton,diane70@jones-sanchez.net,482-728-5011x6880,21306 Anna Via Suite 913,New Amytown,SD,62947,US,ECOMMERCE,50000,NET15,ACTIVE,2026-03-09,2026-04-30T04:36:50.726872
CUST-000323,"Hughes, Jennings and Hughes",Cynthia Henry,michael77@gibson.com,(642)464-2506,6836 Mary Knoll,South Robert,MT,60870,US,ENTERPRISE,10000,COD,ACTIVE,2025-03-04,2026-04-30T04:36:50.726872
CUST-000324,Farley-Ford,Maurice Anderson,johnmarquez@lee.org,(978)665-4362x718,33582 Giles Meadows Apt. 703,Bradleyburgh,KY,98277,US,WHOLESALE,25000,NET30,INACTIVE,2026-02-12,2026-04-30T04:36:50.726872
CUST-000325,Davidson PLC,Christina Jenkins,vsanchez@farmer.com,+1-798-701-1100x051,234 Michael Island,Alvarezburgh,LA,40247,US,ENTERPRISE,100000,NET15,ACTIVE,2022-03-10,2026-04-30T04:36:50.726872
CUST-000326,"Moore, Gilmore and Martin",Thomas Ortiz,rgraves@charles.com,910.426.7672x095,79551 Jones Dale Suite 621,Lake Malik,VT,11389,US,GOVERNMENT,25000,NET60,ACTIVE,2024-05-05,2026-04-30T04:36:50.726872
CUST-000327,"Terrell, Simpson and Howell",Wendy Diaz,james48@burns.com,+1-234-447-6504x7158,904 Gonzalez Mountains,Priceview,UT,49671,US,GOVERNMENT,5000,NET60,INACTIVE,2024-03-06,2026-04-30T04:36:50.726872
CUST-000328,Pratt-Nash,Jennifer Peterson,jennifer83@campbell-miller.info,+1-515-381-0213x12512,05912 Welch Isle,New Davidberg,ID,98289,US,ECOMMERCE,5000,NET30,ACTIVE,2022-01-06,2026-04-30T04:36:50.726872
CUST-000329,Davis Inc,Rickey Hall,lovepaul@moreno.info,+1-527-649-0728x012,931 Jacob Vista,Katelynbury,GA,52230,US,WHOLESALE,10000,PREPAID,ACTIVE,2023-11-06,2026-04-30T04:36:50.726872
CUST-000330,"Gutierrez, Davidson and Robinson",Gregory Allen,penatammy@campbell-martin.com,375-709-6170,919 Acosta Island Suite 575,Evansfort,MD,72055,US,RETAIL,100000,NET60,SUSPENDED,2022-12-11,2026-04-30T04:36:50.726872
CUST-000331,Matthews Inc,Jennifer Hobbs,sandra67@hayes-thomas.biz,(502)356-2650x62292,7245 Andrew Lock,West Maria,PR,72502,US,WHOLESALE,10000,NET15,ACTIVE,2023-09-08,2026-04-30T04:36:50.726872
CUST-000332,Lee PLC,Jessica Valentine,tonywade@ali-jones.com,001-679-442-3873x670,496 Carol Pines Suite 552,Annettefort,CA,02822,US,ECOMMERCE,5000,NET15,ACTIVE,2025-02-16,2026-04-30T04:36:50.726872
CUST-000333,Butler-Clark,David Wiggins,cynthia74@peterson.com,893-499-3379x70581,87794 Shannon Tunnel Apt. 425,South Johntown,MD,47184,US,WHOLESALE,100000,NET15,ACTIVE,2025-06-06,2026-04-30T04:36:50.726872
CUST-000334,"Thomas, Nelson and Flores",Miss Kimberly Holloway,susanharper@phillips.com,884.336.6044x32400,2768 Brittney Trace Suite 147,Jamesmouth,LA,21852,US,RETAIL,250000,NET30,ACTIVE,2026-04-25,2026-04-30T04:36:50.726872
CUST-000335,Morris Inc,Sean Tran,donald68@fuller.com,(925)390-4599x0802,21823 Karen Knolls,Christophermouth,WV,09620,US,RETAIL,25000,NET60,SUSPENDED,2025-07-07,2026-04-30T04:36:50.726872
CUST-000336,Gardner-Warren,Jennifer Moore,olsenshane@farmer.com,508.500.3700,85566 William Highway,Johnsonchester,OH,09408,US,ENTERPRISE,5000,NET60,ACTIVE,2021-08-31,2026-04-30T04:36:50.726872
CUST-000337,Lawrence and Sons,John Bailey,perkinsmicheal@sanders.net,5946485862,54614 Johnson Rapids Suite 321,South Lindaborough,ID,75239,US,RETAIL,10000,COD,SUSPENDED,2023-11-12,2026-04-30T04:36:50.726872
CUST-000338,"Craig, Tanner and Meyers",Anthony Sims,jay04@robinson.com,976.657.6927,91009 Mercedes Harbor,West Seanshire,GA,13245,US,RETAIL,250000,NET30,ACTIVE,2021-10-12,2026-04-30T04:36:50.726872
CUST-000339,Lewis-Lee,Shawn Jones,tvaldez@roach.com,673-610-7201x137,971 Jason Locks,Johnsonfort,NE,61541,US,GOVERNMENT,25000,PREPAID,SUSPENDED,2024-10-31,2026-04-30T04:36:50.726872
CUST-000340,Dudley PLC,Mary Chung,jennifer73@johnson-nelson.com,270.609.6873,95778 Nathaniel Landing Apt. 556,New Richard,NH,46040,US,RETAIL,50000,PREPAID,ACTIVE,2023-10-24,2026-04-30T04:36:50.726872
