order_id,customer_id,warehouse_id,order_date,required_date,status,priority,ship_to_address,ship_to_city,ship_to_state,ship_to_zip,notes,total_lines,order_value,created_by,_ingested_at
ORD-00032778,CUST-000089,WH-EAS-02,2025-07-08,2025-08-07,DELIVERED,STANDARD,2926 Peterson Loaf Suite 359,South Kristen,MS,21340,,5,95241.61,EMP-00024,2026-04-30T04:36:50.726872
ORD-00032779,CUST-000389,WH-EAS-02,2024-06-11,2024-06-15,DELIVERED,STANDARD,72954 Margaret Ridge,South Joseph,GA,67174,,4,19326.96,EMP-00153,2026-04-30T04:36:50.726872
ORD-00032780,CUST-000086,WH-EAS-06,2025-01-11,2025-01-28,CONFIRMED,ECONOMY,4762 Myers Meadow,New Christine,OK,21829,,2,46350.36,EMP-00151,2026-04-30T04:36:50.726872
ORD-00032781,CUST-000075,WH-EAS-06,2024-09-17,2024-09-20,PROCESSING,STANDARD,407 Edgar Mews,Mckenzieport,WA,54351,,5,73057.27,EMP-00153,2026-04-30T04:36:50.726872
ORD-00032782,CUST-000297,WH-EAS-06,2025-12-01,2025-12-17,DELIVERED,STANDARD,367 Davis Fall,Mathistown,AS,21891,,2,6710.26,EMP-00137,2026-04-30T04:36:50.726872
ORD-00032783,CUST-000172,WH-EAS-02,2025-01-09,2025-01-26,SHIPPED,URGENT,747 Baker Causeway,Joshuachester,DC,97184,,5,86837.09,EMP-00098,2026-04-30T04:36:50.726872
ORD-00032784,CUST-000403,WH-NOR-05,2025-09-29,2025-10-28,PACKED,ECONOMY,4156 Williams Shoals Suite 647,Amberberg,NY,30031,,2,28741.93,EMP-00129,2026-04-30T04:36:50.726872
ORD-00032785,CUST-000010,WH-CEN-08,2025-08-08,2025-08-23,PROCESSING,EXPEDITED,618 Dustin Islands Apt. 491,South Raymondstad,MS,96056,,4,72143.4,EMP-00074,2026-04-30T04:36:50.726872
ORD-00032786,CUST-000126,WH-WES-07,2024-05-14,2024-05-26,DELIVERED,STANDARD,96112 Taylor Centers,Brandonburgh,FM,76365,,6,61321.14,EMP-00059,2026-04-30T04:36:50.726872
ORD-00032787,CUST-000100,WH-CEN-10,2025-02-02,2025-02-11,PROCESSING,URGENT,4625 Valentine Parks Apt. 112,Jacobsmouth,AS,70530,,1,36453.9,EMP-00194,2026-04-30T04:36:50.726872
ORD-00032788,CUST-000185,WH-NOR-05,2024-07-04,2024-07-15,DELIVERED,STANDARD,4940 Jennifer Route,South Matthewmouth,CT,50089,,3,8024.32,EMP-00117,2026-04-30T04:36:50.726872
ORD-00032789,CUST-000397,WH-NOR-04,2024-07-21,2024-08-19,DELIVERED,STANDARD,48590 Moore Valley Suite 767,South Tinastad,PW,26022,,1,1197.0,EMP-00083,2026-04-30T04:36:50.726872
ORD-00032790,CUST-000174,WH-NOR-04,2024-09-30,2024-10-23,DELIVERED,ECONOMY,2317 Hunt Ports,Briggsside,VA,49777,,1,36453.55,EMP-00113,2026-04-30T04:36:50.726872
ORD-00032791,CUST-000375,WH-NOR-04,2025-07-01,2025-07-07,PROCESSING,STANDARD,1929 Lisa Plains Apt. 539,Porterborough,OK,77651,,4,26940.66,EMP-00012,2026-04-30T04:36:50.726872
ORD-00032792,CUST-000414,WH-WES-07,2026-02-07,2026-03-05,DELIVERED,STANDARD,09235 Tracy Drives Suite 294,South Lindsayside,GA,98048,,2,29843.17,EMP-00187,2026-04-30T04:36:50.726872
ORD-00032793,CUST-000181,WH-NOR-04,2025-04-30,2025-05-14,DELIVERED,STANDARD,242 Phillips Drives Apt. 765,Bellmouth,CT,64749,,1,2968.08,EMP-00036,2026-04-30T04:36:50.726872
ORD-00032794,CUST-000407,WH-CEN-08,2025-05-12,2025-06-08,DELIVERED,STANDARD,7553 Nathan Turnpike Suite 077,Christopherfurt,OK,96588,,5,57761.6,EMP-00118,2026-04-30T04:36:50.726872
ORD-00032795,CUST-000489,WH-SOU-09,2025-12-30,2026-01-16,PICKING,STANDARD,09956 Laura Port Suite 322,Garnermouth,UT,04315,,1,1156.68,EMP-00149,2026-04-30T04:36:50.726872
ORD-00032796,CUST-000207,WH-NOR-04,2026-04-26,2026-05-09,PACKED,STANDARD,65407 Justin Well,Carrieberg,MT,59721,,2,39775.99,EMP-00016,2026-04-30T04:36:50.726872
ORD-00032797,CUST-000077,WH-EAS-03,2025-01-28,2025-02-06,DELIVERED,STANDARD,12268 Washington Overpass Apt. 159,South Peterhaven,RI,86608,,2,38262.85,EMP-00091,2026-04-30T04:36:50.726872
ORD-00032798,CUST-000412,WH-EAS-03,2024-10-29,2024-11-01,CONFIRMED,EXPEDITED,7369 Gray Coves,Gregoryshire,DE,84367,,3,12063.16,EMP-00044,2026-04-30T04:36:50.726872
ORD-00032799,CUST-000378,WH-EAS-02,2024-07-25,2024-08-02,DELIVERED,STANDARD,85720 Randy Hollow,Anthonymouth,UT,65397,,3,82136.06,EMP-00125,2026-04-30T04:36:50.726872
ORD-00032800,CUST-000395,WH-NOR-04,2025-11-08,2025-11-24,PROCESSING,STANDARD,643 Mejia Divide,West Carolview,FM,48737,,3,53406.45,EMP-00192,2026-04-30T04:36:50.726872
ORD-00032801,CUST-000397,WH-WES-07,2025-12-29,2026-01-04,PROCESSING,STANDARD,9784 Carroll Dam,South Amy,NJ,40010,Former east simple room.,5,94221.06,EMP-00169,2026-04-30T04:36:50.726872
ORD-00032802,CUST-000358,WH-EAS-01,2025-11-06,2025-11-25,SHIPPED,STANDARD,389 Lester Views Apt. 943,Port Charles,OK,71128,,6,174177.5,EMP-00057,2026-04-30T04:36:50.726872
ORD-00032803,CUST-000316,WH-EAS-01,2024-11-17,2024-12-16,DELIVERED,STANDARD,7527 Gutierrez Centers Apt. 512,Lake Nicholas,IL,34906,,4,104197.82,EMP-00082,2026-04-30T04:36:50.726872
ORD-00032804,CUST-000297,WH-EAS-01,2025-12-23,2026-01-16,SHIPPED,STANDARD,41403 Jackson Coves Apt. 895,Patelborough,MA,51785,,4,59268.75,EMP-00089,2026-04-30T04:36:50.726872
ORD-00032805,CUST-000272,WH-CEN-08,2026-04-23,2026-05-05,DELIVERED,EXPEDITED,19034 Brown Hollow,Wagnerborough,IN,23219,,2,3928.67,EMP-00004,2026-04-30T04:36:50.726872
ORD-00032806,CUST-000230,WH-EAS-03,2025-01-12,2025-02-07,PROCESSING,STANDARD,1946 Julie Landing,East Geraldshire,NE,98411,Increase reduce throw almost but.,4,11955.06,EMP-00159,2026-04-30T04:36:50.726872
ORD-00032807,CUST-000377,WH-EAS-02,2024-10-12,2024-10-31,PROCESSING,URGENT,770 Brown Loaf Suite 445,Port John,SC,99006,Friend tell necessary relationship focus character set.,4,67058.11,EMP-00159,2026-04-30T04:36:50.726872
ORD-00032808,CUST-000234,WH-EAS-06,2026-03-01,2026-03-31,PICKING,STANDARD,38918 Myers Harbor,Sharpfort,AZ,47726,,1,5720.25,EMP-00124,2026-04-30T04:36:50.726872
ORD-00032809,CUST-000288,WH-NOR-05,2025-07-11,2025-08-04,PICKING,EXPEDITED,8758 Elizabeth Plain Apt. 275,Websterberg,SD,81718,,1,12764.96,EMP-00020,2026-04-30T04:36:50.726872
ORD-00032810,CUST-000223,WH-SOU-09,2025-02-15,2025-03-15,DELIVERED,STANDARD,0981 Parker Station Apt. 174,New Michelleshire,WV,65137,,1,4316.84,EMP-00050,2026-04-30T04:36:50.726872
ORD-00032811,CUST-000462,WH-NOR-04,2025-11-16,2025-12-13,DELIVERED,STANDARD,75710 Mata Lock Suite 250,Lake Craig,CT,81932,Law fact us again.,3,21722.16,EMP-00026,2026-04-30T04:36:50.726872
ORD-00032812,CUST-000253,WH-CEN-08,2026-04-28,2026-05-19,SHIPPED,EXPEDITED,7669 Claire Vista Apt. 622,Smithside,OK,93945,,3,43688.32,EMP-00053,2026-04-30T04:36:50.726872
ORD-00032813,CUST-000134,WH-CEN-10,2026-03-04,2026-03-25,DELIVERED,STANDARD,1865 Russell Ford,Scottton,TX,49108,,3,66912.78,EMP-00110,2026-04-30T04:36:50.726872
ORD-00032814,CUST-000251,WH-EAS-06,2025-12-24,2025-12-28,PROCESSING,STANDARD,5150 Mejia Stravenue,Reginafurt,IN,91258,,4,53205.43,EMP-00116,2026-04-30T04:36:50.726872
ORD-00032815,CUST-000111,WH-EAS-06,2024-12-22,2025-01-09,DELIVERED,STANDARD,79240 Sheena Ridge Apt. 183,North Christyborough,AZ,36251,,2,6614.34,EMP-00146,2026-04-30T04:36:50.726872
ORD-00032816,CUST-000459,WH-EAS-06,2025-07-26,2025-08-25,SHIPPED,STANDARD,392 Natalie Skyway Suite 230,Trevorshire,HI,13094,,4,59576.71,EMP-00034,2026-04-30T04:36:50.726872
ORD-00032817,CUST-000246,WH-EAS-03,2025-01-03,2025-01-31,PICKING,STANDARD,1589 Gonzalez Views,North Markshire,SD,08202,,4,91687.01,EMP-00191,2026-04-30T04:36:50.726872
ORD-00032818,CUST-000170,WH-CEN-08,2024-08-23,2024-08-31,CONFIRMED,EXPEDITED,6358 Vanessa Road,Lake Joanna,FL,56324,Contain base teach peace husband own.,3,49212.7,EMP-00193,2026-04-30T04:36:50.726872
ORD-00032819,CUST-000473,WH-NOR-04,2026-01-15,2026-01-23,DELIVERED,ECONOMY,8939 Matthew View,New Amanda,AL,01090,Many response so strategy draw.,4,48389.49,EMP-00122,2026-04-30T04:36:50.726872
ORD-00032820,CUST-000024,WH-NOR-04,2025-07-05,2025-07-25,PROCESSING,STANDARD,98821 Francisco Prairie Apt. 976,West Stephanie,OR,53966,,5,15933.86,EMP-00171,2026-04-30T04:36:50.726872
ORD-00032821,CUST-000098,WH-WES-07,2026-02-24,2026-03-17,SHIPPED,URGENT,8480 Cannon Camp,Costaside,LA,69233,,2,29443.84,EMP-00107,2026-04-30T04:36:50.726872
ORD-00032822,CUST-000329,WH-SOU-09,2025-04-12,2025-04-16,SHIPPED,STANDARD,03601 Patrick Shores,North Ryan,AK,77524,,4,118833.87,EMP-00050,2026-04-30T04:36:50.726872
ORD-00032823,CUST-000481,WH-CEN-10,2024-07-31,2024-08-11,SHIPPED,STANDARD,6952 Kelly Manor Suite 873,North Michellefort,AS,38313,,1,20726.0,EMP-00189,2026-04-30T04:36:50.726872
ORD-00032824,CUST-000177,WH-CEN-10,2024-05-19,2024-05-28,PACKED,STANDARD,8035 Henry Fork,Ronaldville,ID,83257,,2,50162.02,EMP-00003,2026-04-30T04:36:50.726872
ORD-00032825,CUST-000462,WH-EAS-02,2025-11-17,2025-12-16,DELIVERED,ECONOMY,26972 Petty Roads,South Kaitlin,PW,44065,,4,85771.63,EMP-00097,2026-04-30T04:36:50.726872
ORD-00032826,CUST-000219,WH-EAS-06,2026-03-05,2026-03-19,CANCELLED,ECONOMY,679 Suarez Squares,Williamview,GU,76674,,1,9060.16,EMP-00014,2026-04-30T04:36:50.726872
ORD-00032827,CUST-000244,WH-NOR-04,2025-01-20,2025-02-12,PICKING,EXPEDITED,9732 Osborn Ramp,Ericmouth,DE,41549,,1,24026.03,EMP-00048,2026-04-30T04:36:50.726872
ORD-00032828,CUST-000008,WH-EAS-03,2025-01-06,2025-01-25,SHIPPED,STANDARD,0291 Kelly Radial Suite 355,Sheastad,MI,60164,,5,102532.05,EMP-00053,2026-04-30T04:36:50.726872
ORD-00032829,CUST-000194,WH-WES-07,2025-06-09,2025-07-03,PACKED,STANDARD,731 Stevenson Manors,East Jason,UT,02546,,2,20025.0,EMP-00051,2026-04-30T04:36:50.726872
ORD-00032830,CUST-000050,WH-CEN-10,2024-09-11,2024-10-06,PICKING,STANDARD,80608 Lambert Mill,Rogerchester,KY,57827,,2,26824.62,EMP-00140,2026-04-30T04:36:50.726872
ORD-00032831,CUST-000346,WH-CEN-08,2025-08-16,2025-09-10,CANCELLED,STANDARD,55226 Weaver Mountain Apt. 435,West Jacob,MH,27052,,2,39797.22,EMP-00022,2026-04-30T04:36:50.726872
ORD-00032832,CUST-000048,WH-EAS-06,2024-06-30,2024-07-24,DELIVERED,STANDARD,2021 Kristopher Island,Adamsmouth,FL,06505,,3,15067.06,EMP-00154,2026-04-30T04:36:50.726872
ORD-00032833,CUST-000254,WH-EAS-01,2025-09-18,2025-09-21,PACKED,STANDARD,559 Beverly Way Apt. 067,Khanshire,MN,78328,,3,21584.79,EMP-00159,2026-04-30T04:36:50.726872
ORD-00032834,CUST-000367,WH-EAS-01,2024-07-22,2024-07-27,SHIPPED,STANDARD,46627 Corey Glens Apt. 447,East Joestad,KY,67568,,2,29753.57,EMP-00016,2026-04-30T04:36:50.726872
ORD-00032835,CUST-000268,WH-CEN-08,2024-07-01,2024-07-04,DELIVERED,ECONOMY,963 Jessica Orchard Suite 433,Rogersstad,MS,58774,Compare class central cause size several whose.,4,89338.51,EMP-00002,2026-04-30T04:36:50.726872
ORD-00032836,CUST-000256,WH-EAS-02,2024-09-04,2024-09-15,DELIVERED,STANDARD,71478 Medina Cape Suite 048,Lake Edwardmouth,CA,96961,Since recognize office reality.,2,8414.61,EMP-00087,2026-04-30T04:36:50.726872
ORD-00032837,CUST-000401,WH-CEN-10,2026-04-08,2026-04-13,PACKED,ECONOMY,056 Sanchez Route Apt. 695,Kristenborough,OR,31835,General positive continue assume.,6,106265.94,EMP-00133,2026-04-30T04:36:50.726872
ORD-00032838,CUST-000072,WH-SOU-09,2024-09-05,2024-09-23,DELIVERED,STANDARD,428 Wendy Station Suite 868,Rogersview,VI,30699,,2,8272.2,EMP-00023,2026-04-30T04:36:50.726872
ORD-00032839,CUST-000005,WH-EAS-06,2025-05-12,2025-06-11,PACKED,STANDARD,58313 Jones Knolls Suite 370,Louishaven,MP,73709,,1,23677.23,EMP-00021,2026-04-30T04:36:50.726872
ORD-00032840,CUST-000200,WH-CEN-08,2025-03-18,2025-04-07,PICKING,STANDARD,7496 Friedman Burgs,Wellsfort,SC,37240,,1,7401.03,EMP-00153,2026-04-30T04:36:50.726872
ORD-00032841,CUST-000287,WH-CEN-10,2024-11-12,2024-12-01,CANCELLED,STANDARD,50085 Benjamin Junctions Suite 684,Grahammouth,GA,39518,,1,2981.9,EMP-00024,2026-04-30T04:36:50.726872
ORD-00032842,CUST-000132,WH-NOR-05,2025-08-22,2025-09-20,PACKED,STANDARD,319 Green Summit,West Dustin,GU,41782,,1,21478.05,EMP-00165,2026-04-30T04:36:50.726872
ORD-00032843,CUST-000069,WH-WES-07,2025-03-13,2025-04-09,DELIVERED,STANDARD,58456 Juan Extension,Anthonyborough,TN,49673,,1,41677.0,EMP-00016,2026-04-30T04:36:50.726872
ORD-00032844,CUST-000105,WH-NOR-04,2025-01-09,2025-01-16,SHIPPED,STANDARD,0208 John Trail Suite 915,South Stephanie,LA,14565,,1,16568.19,EMP-00017,2026-04-30T04:36:50.726872
ORD-00032845,CUST-000173,WH-EAS-01,2024-10-16,2024-11-11,SHIPPED,STANDARD,21139 Shelly Trafficway,North Jenniferfort,WI,18970,,5,108115.53,EMP-00044,2026-04-30T04:36:50.726872
ORD-00032846,CUST-000370,WH-CEN-10,2024-07-28,2024-08-22,DELIVERED,EXPEDITED,0646 Alexis Isle Suite 729,Seanland,PA,61693,,4,65359.93,EMP-00070,2026-04-30T04:36:50.726872
ORD-00032847,CUST-000138,WH-CEN-08,2025-02-20,2025-03-17,DELIVERED,EXPEDITED,382 Karina Estates,Maddoxland,AS,70199,,3,29489.04,EMP-00065,2026-04-30T04:36:50.726872
ORD-00032848,CUST-000047,WH-CEN-08,2025-05-26,2025-06-22,SHIPPED,EXPEDITED,98103 Ward Grove,Santiagoport,MP,28593,Individual now weight side.,5,63955.67,EMP-00099,2026-04-30T04:36:50.726872
ORD-00032849,CUST-000197,WH-SOU-09,2024-11-22,2024-12-16,PICKING,STANDARD,480 Hunt Lodge Suite 313,Haroldmouth,GU,31678,,1,11906.56,EMP-00055,2026-04-30T04:36:50.726872
ORD-00032850,CUST-000406,WH-EAS-03,2025-05-10,2025-05-19,CANCELLED,EXPEDITED,6063 Vasquez Haven Apt. 143,West Angel,CA,38690,,5,39064.71,EMP-00130,2026-04-30T04:36:50.726872
ORD-00032851,CUST-000354,WH-NOR-05,2024-06-14,2024-06-30,DELIVERED,ECONOMY,77417 Susan Shore Suite 604,Amystad,NJ,14054,,2,20366.63,EMP-00006,2026-04-30T04:36:50.726872
ORD-00032852,CUST-000371,WH-WES-07,2024-06-27,2024-07-07,DELIVERED,ECONOMY,424 Randall Shoal Suite 417,Lorichester,OK,76133,,2,52411.82,EMP-00133,2026-04-30T04:36:50.726872
ORD-00032853,CUST-000331,WH-EAS-06,2024-12-09,2024-12-31,DELIVERED,STANDARD,55697 West Hills,Lake Vincentshire,IN,62940,Certain head Republican two window realize eight this.,3,46219.32,EMP-00049,2026-04-30T04:36:50.726872
ORD-00032854,CUST-000331,WH-EAS-01,2025-09-01,2025-09-16,PROCESSING,STANDARD,17514 Martinez Curve Apt. 813,Brendahaven,MD,31683,,2,53097.15,EMP-00200,2026-04-30T04:36:50.726872
ORD-00032855,CUST-000170,WH-NOR-04,2024-04-29,2024-05-21,PACKED,URGENT,903 Amber Overpass,West Nathanborough,KY,13431,,4,43551.47,EMP-00041,2026-04-30T04:36:50.726872
ORD-00032856,CUST-000149,WH-SOU-09,2024-12-10,2024-12-29,DELIVERED,STANDARD,03359 Hernandez Harbor,Christopherberg,CO,52595,,2,20526.12,EMP-00098,2026-04-30T04:36:50.726872
ORD-00032857,CUST-000240,WH-CEN-10,2025-02-10,2025-02-20,PACKED,STANDARD,3273 Courtney Fort,New Charlesfort,IA,01517,Prove own parent in professor finish.,3,39555.46,EMP-00174,2026-04-30T04:36:50.726872
ORD-00032858,CUST-000222,WH-CEN-08,2025-06-11,2025-06-28,SHIPPED,STANDARD,16238 Ingram Station,Josephbury,GU,62985,,1,56886.5,EMP-00175,2026-04-30T04:36:50.726872
ORD-00032859,CUST-000096,WH-EAS-02,2024-04-29,2024-05-08,SHIPPED,STANDARD,41579 Perry Walks,West Nicholas,TX,15389,,4,87087.05,EMP-00176,2026-04-30T04:36:50.726872
ORD-00032860,CUST-000406,WH-EAS-06,2026-01-16,2026-01-22,DELIVERED,STANDARD,28474 Timothy Throughway,Chapmanchester,GU,21175,,6,68388.44,EMP-00177,2026-04-30T04:36:50.726872
ORD-00032861,CUST-000098,WH-NOR-04,2025-10-14,2025-10-23,SHIPPED,EXPEDITED,678 Cole Falls,Kennedyhaven,SD,34924,,5,121914.96,EMP-00037,2026-04-30T04:36:50.726872
ORD-00032862,CUST-000449,WH-EAS-01,2025-12-30,2026-01-26,SHIPPED,STANDARD,20010 Padilla Stream Apt. 221,New Angelamouth,AL,50962,,2,12273.38,EMP-00039,2026-04-30T04:36:50.726872
ORD-00032863,CUST-000265,WH-CEN-08,2025-03-14,2025-03-25,SHIPPED,STANDARD,6077 Justin Ferry Suite 340,South Davidhaven,ND,15430,,4,41692.89,EMP-00194,2026-04-30T04:36:50.726872
ORD-00032864,CUST-000343,WH-EAS-03,2026-04-20,2026-05-15,DELIVERED,STANDARD,43207 Carter Pass Suite 407,Charlesview,VI,92955,,1,18976.8,EMP-00029,2026-04-30T04:36:50.726872
ORD-00032865,CUST-000236,WH-CEN-08,2025-02-25,2025-03-10,PICKING,STANDARD,2408 Baker Springs Apt. 844,Collinsview,KS,58733,,3,37459.16,EMP-00187,2026-04-30T04:36:50.726872
ORD-00032866,CUST-000065,WH-WES-07,2024-05-07,2024-06-06,CANCELLED,STANDARD,661 Carolyn Parkways Apt. 477,Pearsonville,CT,07597,,1,3745.78,EMP-00103,2026-04-30T04:36:50.726872
ORD-00032867,CUST-000281,WH-EAS-06,2024-09-26,2024-10-21,SHIPPED,STANDARD,917 Charles Square,New Patty,MP,43203,,4,49407.79,EMP-00095,2026-04-30T04:36:50.726872
ORD-00032868,CUST-000168,WH-WES-07,2024-10-23,2024-11-01,CANCELLED,STANDARD,1187 Edward Mews Suite 227,Lake Andrew,MP,89492,Gun really wrong.,2,15088.42,EMP-00015,2026-04-30T04:36:50.726872
ORD-00032869,CUST-000223,WH-EAS-02,2024-10-06,2024-10-11,SHIPPED,EXPEDITED,615 Rivera Bypass,South Jenniferhaven,NJ,85919,,4,9092.59,EMP-00157,2026-04-30T04:36:50.726872
ORD-00032870,CUST-000036,WH-SOU-09,2025-11-13,2025-11-20,DELIVERED,EXPEDITED,815 Megan Squares Suite 911,Hallview,CT,42842,,3,33161.84,EMP-00164,2026-04-30T04:36:50.726872
ORD-00032871,CUST-000164,WH-EAS-01,2025-12-16,2026-01-12,DELIVERED,STANDARD,2853 James Plains,Port Amy,DC,05866,,5,98155.72,EMP-00048,2026-04-30T04:36:50.726872
ORD-00032872,CUST-000104,WH-CEN-08,2025-06-10,2025-06-13,DELIVERED,STANDARD,01672 Charles Prairie Suite 786,Chelseaberg,WV,74895,Box fight grow half.,1,1074.72,EMP-00169,2026-04-30T04:36:50.726872
ORD-00032873,CUST-000355,WH-EAS-03,2025-07-15,2025-08-05,DELIVERED,STANDARD,0362 Andrew Loop,Lake Jennifer,CO,07860,,5,48648.53,EMP-00033,2026-04-30T04:36:50.726872
ORD-00032874,CUST-000331,WH-CEN-08,2025-02-21,2025-03-12,PACKED,STANDARD,81778 John Grove Suite 923,Manningview,UT,72950,,4,69975.98,EMP-00080,2026-04-30T04:36:50.726872
ORD-00032875,CUST-000096,WH-EAS-01,2025-03-22,2025-04-07,DELIVERED,STANDARD,77240 Victor Motorway Apt. 757,Pooleton,VI,22669,,3,71099.62,EMP-00152,2026-04-30T04:36:50.726872
ORD-00032876,CUST-000115,WH-NOR-05,2024-05-03,2024-05-26,DELIVERED,EXPEDITED,13826 Ernest Greens,Port Davidhaven,SC,16249,,1,23413.32,EMP-00115,2026-04-30T04:36:50.726872
ORD-00032877,CUST-000313,WH-EAS-01,2024-05-13,2024-06-01,PICKING,EXPEDITED,5456 Henry Mills,West Matthewport,GU,15722,,3,41694.8,EMP-00176,2026-04-30T04:36:50.726872
ORD-00032878,CUST-000098,WH-CEN-08,2024-12-10,2024-12-20,DELIVERED,STANDARD,45966 Hopkins Hills Suite 159,Stewartberg,MD,54080,,6,87236.42,EMP-00135,2026-04-30T04:36:50.726872
ORD-00032879,CUST-000083,WH-EAS-06,2025-06-24,2025-07-20,SHIPPED,EXPEDITED,283 Aguilar Orchard,Jenniferstad,PA,24477,,4,57500.53,EMP-00108,2026-04-30T04:36:50.726872
ORD-00032880,CUST-000162,WH-EAS-03,2026-01-31,2026-02-21,DELIVERED,STANDARD,9996 Barbara Cape,Skinnerland,LA,94301,,4,72759.41,EMP-00131,2026-04-30T04:36:50.726872
ORD-00032881,CUST-000432,WH-NOR-04,2024-08-02,2024-08-21,SHIPPED,STANDARD,2110 Mendoza Coves Apt. 224,Johnsonchester,MT,58175,,5,91440.33,EMP-00016,2026-04-30T04:36:50.726872
ORD-00032882,CUST-000049,WH-EAS-06,2024-06-05,2024-07-05,CONFIRMED,STANDARD,01931 Perez Circles,Lake Christopherfurt,PA,12075,,1,5932.15,EMP-00154,2026-04-30T04:36:50.726872
ORD-00032883,CUST-000048,WH-EAS-06,2024-12-03,2024-12-21,CANCELLED,ECONOMY,578 Peter Crossing Suite 562,Sarahfurt,OR,01445,,2,36256.6,EMP-00014,2026-04-30T04:36:50.726872
ORD-00032884,CUST-000222,WH-EAS-01,2025-12-12,2026-01-01,PROCESSING,URGENT,38837 Ferguson Tunnel Apt. 688,Thomasfort,MI,98283,Anything tonight team question yet.,2,5002.68,EMP-00058,2026-04-30T04:36:50.726872
ORD-00032885,CUST-000052,WH-CEN-08,2024-11-15,2024-11-25,CONFIRMED,STANDARD,088 Thompson Ridges,East Jenna,NY,97676,Whom detail clear often.,2,69798.4,EMP-00010,2026-04-30T04:36:50.726872
ORD-00032886,CUST-000030,WH-WES-07,2025-02-12,2025-03-09,SHIPPED,EXPEDITED,54046 Hannah Drives,Port Elizabeth,IA,70204,,2,18865.35,EMP-00140,2026-04-30T04:36:50.726872
ORD-00032887,CUST-000116,WH-EAS-02,2025-08-17,2025-09-10,DELIVERED,STANDARD,02893 Ashley Via Apt. 811,South Patricia,OK,10548,,1,32555.2,EMP-00059,2026-04-30T04:36:50.726872
ORD-00032888,CUST-000219,WH-EAS-03,2025-05-31,2025-06-21,PICKING,URGENT,3942 William Court,Port Jon,IL,05229,,5,76481.32,EMP-00011,2026-04-30T04:36:50.726872
ORD-00032889,CUST-000316,WH-EAS-06,2025-06-09,2025-06-14,DELIVERED,STANDARD,280 Michael Spur,East Michael,PR,88999,Level teacher from speak cup lot.,5,139387.4,EMP-00119,2026-04-30T04:36:50.726872
ORD-00032890,CUST-000013,WH-WES-07,2025-10-16,2025-11-05,CONFIRMED,EXPEDITED,6607 Kelly Expressway Suite 928,Andersonfurt,OR,72219,,1,16096.32,EMP-00122,2026-04-30T04:36:50.726872
ORD-00032891,CUST-000484,WH-EAS-01,2025-11-03,2025-11-16,PACKED,STANDARD,8146 David Forks Suite 972,Duranburgh,MH,83736,,2,29840.83,EMP-00115,2026-04-30T04:36:50.726872
ORD-00032892,CUST-000112,WH-CEN-10,2025-03-04,2025-03-26,DELIVERED,STANDARD,248 Rogers Isle Apt. 070,Lake Haleyfurt,PW,41164,,3,5073.9,EMP-00064,2026-04-30T04:36:50.726872
ORD-00032893,CUST-000216,WH-EAS-03,2025-01-02,2025-01-10,SHIPPED,STANDARD,3589 Gamble Corner Apt. 359,South Seanberg,NV,47230,,1,15242.4,EMP-00141,2026-04-30T04:36:50.726872
ORD-00032894,CUST-000391,WH-EAS-02,2025-09-05,2025-09-21,PACKED,EXPEDITED,282 Sarah Rapid Suite 912,Wilsonshire,UT,35903,,1,360.55,EMP-00086,2026-04-30T04:36:50.726872
ORD-00032895,CUST-000156,WH-EAS-02,2025-09-21,2025-09-27,CANCELLED,STANDARD,72407 Flores Spur Suite 137,West Christina,FM,54503,,3,15115.3,EMP-00025,2026-04-30T04:36:50.726872
ORD-00032896,CUST-000397,WH-EAS-06,2025-04-02,2025-05-01,DELIVERED,EXPEDITED,354 Caitlin Expressway,Dawnbury,AS,09052,,3,26567.0,EMP-00180,2026-04-30T04:36:50.726872
ORD-00032897,CUST-000242,WH-WES-07,2024-06-10,2024-06-25,DELIVERED,STANDARD,374 Sweeney Stream,New Jacqueline,FL,28866,,5,38902.09,EMP-00123,2026-04-30T04:36:50.726872
ORD-00032898,CUST-000198,WH-EAS-06,2025-04-13,2025-05-04,DELIVERED,STANDARD,6706 Banks Forges,Gloriatown,ND,07326,,4,38698.61,EMP-00035,2026-04-30T04:36:50.726872
ORD-00032899,CUST-000271,WH-CEN-10,2026-04-22,2026-05-06,DELIVERED,STANDARD,28482 Brenda Cove,Annaville,MT,94936,Cultural model study debate say.,2,9335.02,EMP-00176,2026-04-30T04:36:50.726872
ORD-00032900,CUST-000406,WH-SOU-09,2025-01-25,2025-02-08,SHIPPED,STANDARD,2824 Phillips Ports Apt. 500,Lake Sandra,DE,27301,,2,51182.2,EMP-00156,2026-04-30T04:36:50.726872
ORD-00032901,CUST-000284,WH-EAS-06,2025-12-31,2026-01-30,DELIVERED,STANDARD,335 Mccarthy Mountain,East Davidfort,IA,23537,,3,29595.39,EMP-00086,2026-04-30T04:36:50.726872
ORD-00032902,CUST-000390,WH-EAS-01,2025-06-11,2025-07-04,DELIVERED,ECONOMY,55958 Wade Wall,Jeremyborough,MP,98969,,6,48237.77,EMP-00144,2026-04-30T04:36:50.726872
ORD-00032903,CUST-000491,WH-EAS-02,2024-09-28,2024-10-03,PACKED,ECONOMY,6674 Ryan Road,North Corey,MO,44236,,1,6914.88,EMP-00103,2026-04-30T04:36:50.726872
